id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name
155640558,6466895438042,"Nồi Luộc Gà Inox 3 Đáy Sunhouse SH28LG thân làm từ chất liệu inox cao cấp dễ dàng vệ sinh.Sử dụng trên mọi loại bếp.Đáy 3 lớp siêu bền, giúp giữ nhiệt lâu, nấu chín đều, chống cháy khét.Vung kính...",389000,660000,,271000,41,7,,available,,1000.0,1000.0,,41048,Sunhouse
579962,1221996228592,"Bộ nồi 5 đáy cao cấp núm vàng Sunhouse SH781 bao gồm 3 nồi với kích thước lần lượt 16cm, 20cm và 24cm đáp ứng tốt nhu cầu sử dụng. Thân nồi được thiết kế thân phẳng, kiểu dáng châu Âu sang trọng.Với ...",539000,960000,,421000,44,587,,available,,1000.0,1000.0,,41048,Sunhouse
28445641,9698715255641,"Hộp cơm điện Lock&Lock EJR216 lý tưởng để nấu cơm, hấp trứng, rau, thịt và giữ ấm thức ăn.Hộp cơm có ba tầng. Bạn có thể bảo quản cơm, thịt, súp riêng biệt để đáp ứng nhu cầu bữa ăn của bạn.Nếu...",664000,1493000,,829000,56,1708,,available,,1000.0,1000.0,,48077,LocknLock
134621577,2529885112893,Bộ Dao 7 Món Lock&Lock CKK301 - Đen có thể chế biến được nhiều món ăn khác nhau nhờ nhiều kích thước dao.Lưỡi làm bằng thép sắc bén giúp chế biến món ăn nhanh chóng.Lưỡi dao không bị gỉ sét có đ...,1231000,2657000,,1426000,54,272,,available,,1000.0,1000.0,,48077,LocknLock
580040,1228374919714,"Chảo Đá Chống Dính Siêu Bền Sunhouse SBD24 24cm với chất liệu hợp kim nhôm dày 3mm phủ lớp chống chính an toàn và siêu bền, không dễ bong tróc lớp chống dính trên bề mặt như những loại chảo khác và đặ...",201000,320000,,119000,37,50,,available,,1000.0,1000.0,,41048,Sunhouse
25421013,6064688338125,"Bộ Nồi Inox 3 Đáy Sunhouse SH335 chất liệu inox sáng bóng, bền đẹp, sử dụng được trên mọi loại bếp.Quai núm bằng inox, đinh tán chắc chắn, an toàn khi sử dụng.Đáy nồi cấu tạo 3 lớp, truyền nhi...",395000,620000,,225000,36,141,,available,,1000.0,1000.0,,41048,Sunhouse
2039747,8122174564682,"Bộ Nồi Inox 3 Đáy Sunhouse SH334 bao gồm 3 nồi với kích thước lần lượt 16cm, 20cm và 24cm đáp ứng tốt nhu cầu sử dụng. Thân nồi được thiết kế thân phẳng, kiểu dáng châu Âu sang trọng.Với chất...",489000,690000,,201000,29,93,,available,,1000.0,1000.0,,41048,Sunhouse
129143705,1375481910388,"       NỒI HẤP INOX 3 TẦNG 28CM   ĐIỂM NỔI BẬT   - Bộ nồi hấp đa năng gồm:01 nồi đáy, 01 giá hấp, 02 miếng lót khi hấp, 1 nắp.   - Dùng được cho mọi loại bếp: bếp từ, bếp ga, bếp hồng ngoại   ...",99000,99000,,0,0,0,,available,,1000.0,1000.0,,111461,OEM
32178097,2080349748762,"Chảo Kim Cương Đáy Từ Nagakawa NAG2653 Lòng chảo: Sâu lòngCán chảo: Nhựa Bakelit chịu nhiệtĐáy từ: CóSản phẩm được thiết kế từ nhôm cao cấp an toànĐáy từ độ bền cao, bắt từ đềuChống dính đa lớp ...",333000,585000,,252000,43,804,,available,,1000.0,1000.0,,110935,Nagakawa
578967,1222109028719,"Chảo Đá Chống Dính Siêu Bền Sunhouse SBD28 28cm với chất liệu hợp kim nhôm dày 3mm phủ lớp chống chính an toàn và siêu bền, không dễ bong tróc lớp chống dính trên bề mặt như những loại chảo khác và đặ...",256000,430000,,174000,40,1184,,available,,1000.0,1000.0,,41048,Sunhouse
25421013,6064688338125,"Bộ Nồi Inox 3 Đáy Sunhouse SH335 chất liệu inox sáng bóng, bền đẹp, sử dụng được trên mọi loại bếp.Quai núm bằng inox, đinh tán chắc chắn, an toàn khi sử dụng.Đáy nồi cấu tạo 3 lớp, truyền nhi...",395000,620000,,225000,36,141,,available,,1000.0,1000.0,,41048,Sunhouse
1024190,4116222211578,"Bộ 3 Hộp Cơm Giữ Nhiệt Lock&Lock Mushroom LHC8025SLV - Bạc dùng để đựng thực phẩm, thích hợp để sử dụng hằng ngày.Bộ sản phẩm gồm: Hộp cơm 460ml, 2 hộp thức ăn 420ml và 280ml, 1 túi giữ nhiệt, 1...",447000,1007000,,560000,56,1284,,available,,1000.0,1000.0,,48077,LocknLock
271539474,6251816046979,"- Chất liệu: Thân: Thép không gỉ 304 / Nắp: Nhựa PP, TPE / Gioăng, đệm: silicone - Dễ dàng mở nắp chống trượt: Nắp được phủ nhựa TPE chống trượt giúp dễ dàng mở nắp cho dù kích thước rộng. - Miệng h...",662000,1490000,,828000,56,6,,available,,1000.0,1000.0,,48077,LocknLock
73125530,4485355058795,"Hộp cơm thủy tinh kèm muỗng đũa LocknLock LLG991CL 930ml thiết kế vách ngăn giúp thực phẩm không bị trộn lẫn khi bỏ vào chung một hộp.Borosilicate là thủy tinh chịu nhiệt (lên tới 120 độ C), an toàn...",164000,362000,,198000,55,1295,,available,,1000.0,1000.0,,48077,LocknLock
53583472,4451468802389,"Bộ Hộp Cơm Giữ Nhiệt Lock&Lock Easy Carry 2L LHC8039 Có Túi (1 Hộp 720ml, 2 Hộp 420ml Kèm 1 Bộ Muỗng Và Nĩa) được làm bằng chất liệu thép không gỉ cao cấp, không những bền chắc mà còn mang lại hi...",741000,1667000,,926000,56,2604,,available,,1000.0,1000.0,,48077,LocknLock
81763153,9031209147249,"       Nắp kính trong suốt, chịu nhiệt tốt, dễ quan sát bên trong.       Lòng xửng hấp có khoét lỗ đồng nhất về kích cỡ giúp lan tỏa nhiệt tốt, hấp thức ăn tiện lợi   Thiết kế đáy phẳng truyền ...",434000,434000,,0,0,1,,available,,1000.0,1000.0,,111461,OEM
172940012,9759691303978,"Bộ Dao Nhà Bếp Nhật 6 Món Cao Cấp - Chính hãng DODODIOS  Bộ dao inox 6 món Nhật Bản được làm bằng inox bền đẹp, cứng chắc, dễ dàng chùi rửa khi bị bám bẩn. Chất liệu chống gỉ sét, chống ăn mòn, k...",184000,184000,,0,0,70,,available,,1000.0,1000.0,,5272071,dododios
10775990,1345493930885,"Bộ 3 Nồi Inox 1 Đáy Sunhouse SH224 Dùng Mọi Bếp (16-18-24cm) - Chính HãngĐẶC ĐIỂM NỔI BẬTKiểu dáng châu Âu sang trọngChất liệu inox không bị oxy hoá, bền đẹp, sáng bóng, an toàn cho sức khỏeSử dụ...",325000,325000,,0,0,0,,available,,1000.0,1000.0,,41048,Sunhouse
32178088,5802553235664,"Cấu tạo siêu bền, công nghệ tiên tiếnNồi Áp Suất Nagakawa NAG1441 Công năng nấu, hầm nhừ thực phẩmBề mặt xử lý công nghệ tiên tiến giúp sản phẩm cứng và chắc. Nồi được làm bằng chất liệu hợp kim nhô...",350000,350000,,0,0,362,,out_of_stock,,,,,110935,Nagakawa
579962,1221996228592,"Bộ nồi 5 đáy cao cấp núm vàng Sunhouse SH781 bao gồm 3 nồi với kích thước lần lượt 16cm, 20cm và 24cm đáp ứng tốt nhu cầu sử dụng. Thân nồi được thiết kế thân phẳng, kiểu dáng châu Âu sang trọng.Với ...",539000,960000,,421000,44,587,,available,,1000.0,1000.0,,41048,Sunhouse
184661015,5783748081180,"Chống dính Ceramic 6 lớpBộ nồi chảo Ceramic đáy từ SUNHOUSE SHG1104B1 nổi bật và khác biệt với công nghệ chống dính an toàn tuyệt đối cho sức khỏe, được chứng nhận bởi FDA (Hoa Kỳ). Chống dính 6 lớp ...",1096000,2060000,,964000,47,10,,available,,1000.0,1000.0,,41048,Sunhouse
96475040,2455885588352,"Thân nồi được làm bằng inoxChất liệu inox không gỉ giúp cho Bộ nồi chảo inox 5 đáy Sunhouse SHG995 sáng bóng, dễ dàng lau chùi, vệ sinh. Kiểu dáng của bộ nồi trang nhã phù hợp với mọi không gian bếp....",1174000,1940000,,766000,39,12,,available,,1000.0,1000.0,,41048,Sunhouse
72797082,8932787652719,"Chảo Sâu Lòng Decor Lock&Lock LDE1225IH với thiết kế tinh tế, hiện đại có thể trở thành đồ dùng nội thất đem lại một cảm quan ấn tượng và nổi bật cho căn bếp của bạn Sự kết hợp lớp phủ tốt nhất...",307000,662000,,355000,54,106,,available,,1000.0,1000.0,,48077,LocknLock
189588520,8042762600532,"Thân nhôm siêu bềnBộ nồi chảo chống dính Sunhouse cao cấp AM1101G có phần thân nhôm được chế tác tinh xảo, đảm bảo đặc tính truyền nhiệt nhanh và giữ nhiệt độ tốt giúp tiết kiệm năng lượng đốt n...",1097000,2737000,,1640000,60,21,,available,,1000.0,1000.0,,41048,Sunhouse
7221847,8479744178320,"Thân nồi được làm bằng inox cao cấpBộ Nồi Inox 5 Đáy Sunhouse Mama SH784 chất liệu inox cao cấp giúp cho bộ nồi SH784 sáng bóng, dễ dàng lau chùi, vệ sinh. Kiểu dáng của bộ nồi sang trọng,...",779000,1340000,,561000,42,286,,available,,1000.0,1000.0,,41048,Sunhouse
7699064,1583048924259,"Chảo Nhôm Sâu Lòng Chống Dính Lock&Lock Baum Marble 1 Tay Cầm, Nắp Thủy Tinh LBU1285 (28cm) mang đến sự tinh tế và sang trọng, là đồ dùng nhà bếp được trau chuốt bởi thiết kế hiện đại và mới mẻ....",359000,776000,,417000,54,389,,available,,1000.0,1000.0,,48077,LocknLock
984740,4147044149800," Bộ Nồi Xửng Hấp Fivestar Inox 3 Đáy ST24-3D được thiết kế tiện dụng với 1 nồi và 1 xửng hấp, giúp bạn dễ dàng hơn trong công việc bếp núc.Bộ nồi và xửng có cùng đường kính là 24 cm, thích hợp dùng ...",375000,395000,,20000,5,0,,available,,1000.0,1000.0,,20304,Fivestar
53583472,4451468802389,"Bộ Hộp Cơm Giữ Nhiệt Lock&Lock Easy Carry 2L LHC8039 Có Túi (1 Hộp 720ml, 2 Hộp 420ml Kèm 1 Bộ Muỗng Và Nĩa) được làm bằng chất liệu thép không gỉ cao cấp, không những bền chắc mà còn mang lại hi...",741000,1667000,,926000,56,2604,,available,,1000.0,1000.0,,48077,LocknLock
73125530,4485355058795,"Hộp cơm thủy tinh kèm muỗng đũa LocknLock LLG991CL 930ml thiết kế vách ngăn giúp thực phẩm không bị trộn lẫn khi bỏ vào chung một hộp.Borosilicate là thủy tinh chịu nhiệt (lên tới 120 độ C), an toàn...",164000,362000,,198000,55,1295,,available,,1000.0,1000.0,,48077,LocknLock
272619210,5556329050721,"  ĐẶC ĐIỂM NỔI BẬT   - Cấu tạo đáy 3 lớp truyền nhiệt nhanh, giữ nhiệt tốt, hạn chế cháy khét thực phẩm   - Chất liệu inox cao cấp không bị oxy hoá, bền đẹp, sáng bóng an toàn cho sức khỏe   - Sử ...",465500,479000,,13500,3,0,,available,,1000.0,1000.0,,41048,Sunhouse
271907736,9218665377152,"Bộ Dao Nhà Bếp Nhật 6 Món Cao Cấp - Chính hãng Bộ dao inox 6 món Nhật Bản được làm bằng inox bền đẹp, cứng chắc, dễ dàng chùi rửa khi bị bám bẩn. Chất liệu chống gỉ sét, chống ăn mòn, không chứa th...",190000,250000,,60000,24,3,,available,,1000.0,1000.0,,245945,miDoctor
1024190,4116222211578,"Bộ 3 Hộp Cơm Giữ Nhiệt Lock&Lock Mushroom LHC8025SLV - Bạc dùng để đựng thực phẩm, thích hợp để sử dụng hằng ngày.Bộ sản phẩm gồm: Hộp cơm 460ml, 2 hộp thức ăn 420ml và 280ml, 1 túi giữ nhiệt, 1...",447000,1007000,,560000,56,1284,,available,,1000.0,1000.0,,48077,LocknLock
79691104,7017499095344,"Bộ Hộp Cơm Giữ Nhiệt Văn Phòng Cao Cấp Cắm Điện inox 3 tầngChính HãngGIAO MÀU NGẪU NHIÊNHộp cơm 3 tầng giữ nhiệt có kết cấu hai lớp đặc biệt, bên trong là inox siêu dày, bên ngoài là lớp vỏ nhựa gọ...",192000,300000,,108000,36,605,,available,,1000.0,1000.0,,245945,miDoctor
271539474,6251816046979,"- Chất liệu: Thân: Thép không gỉ 304 / Nắp: Nhựa PP, TPE / Gioăng, đệm: silicone - Dễ dàng mở nắp chống trượt: Nắp được phủ nhựa TPE chống trượt giúp dễ dàng mở nắp cho dù kích thước rộng. - Miệng h...",662000,1490000,,828000,56,6,,available,,1000.0,1000.0,,48077,LocknLock
58966553,2395518926262,"Bộ nồi xửng hấp 1 đáy từ inox 430 H.T cook nắp kính 28cm , tặng 2 vá canhBộ Nồi Xửng Hấp có nắp bằng kính cường lực dày, bên ngoài viền inox tăng độ bền và chống vỡ khá tốt. Tay cầm thiết kế inox, cá...",429000,479000,,50000,10,17,,available,,1000.0,1000.0,,695669,H.T cook
180967996,8385189823848,"Hộp Cơm Cắm Điện Giữ Nhiệt 2 Tầng Cao Cấp, Hâm Nóng, Nấu Chính Thức Ăn BỘ SẢN PHẨM GỒM CÓ: - 1 hộp cơm - 4 cốc inox có nắp đậy- 1 dây cắm điện + 1 cốc đong.- Hộp cơm tiện lợi cho người mang đi làm h...",144000,156000,,12000,8,0,,available,,1000.0,1000.0,,111461,OEM
72797082,8932787652719,"Chảo Sâu Lòng Decor Lock&Lock LDE1225IH với thiết kế tinh tế, hiện đại có thể trở thành đồ dùng nội thất đem lại một cảm quan ấn tượng và nổi bật cho căn bếp của bạn Sự kết hợp lớp phủ tốt nhất...",307000,662000,,355000,54,106,,available,,1000.0,1000.0,,48077,LocknLock
637936,4149117772922,"  Bộ Nồi Chảo Chống Dính Baby Elmich EL-1167 2351167  được thiết kế với tông màu màu xám tinh tế, đẹp mắt, làm tăng nét thẩm mỹ cho không gian bếp.  Bộ sản phẩm gồm 1 nồi quấy bột, 1 chảo với thiết k...",342000,659000,,317000,48,235,,available,,1000.0,1000.0,,31627,Elmich
580040,1228374919714,"Chảo Đá Chống Dính Siêu Bền Sunhouse SBD24 24cm với chất liệu hợp kim nhôm dày 3mm phủ lớp chống chính an toàn và siêu bền, không dễ bong tróc lớp chống dính trên bề mặt như những loại chảo khác và đặ...",201000,320000,,119000,37,50,,available,,1000.0,1000.0,,41048,Sunhouse
34171666,1913444830869,"0,5kg Túi zip (zipper) chỉ đỏ loại tốt, dàyTúi Zip có nhiều size được ứng dụng trong nhiều lĩnh vực:- Trong lĩnh vực thực phẩm, người dùng thường sử dụng túi Zipper chứa thức ăn nhanh và bảo quản cá...",40000,40000,,0,0,238,,available,,1000.0,1000.0,,111461,OEM
28445641,9698715255641,"Hộp cơm điện Lock&Lock EJR216 lý tưởng để nấu cơm, hấp trứng, rau, thịt và giữ ấm thức ăn.Hộp cơm có ba tầng. Bạn có thể bảo quản cơm, thịt, súp riêng biệt để đáp ứng nhu cầu bữa ăn của bạn.Nếu...",664000,1493000,,829000,56,1708,,available,,1000.0,1000.0,,48077,LocknLock
134621577,2529885112893,Bộ Dao 7 Món Lock&Lock CKK301 - Đen có thể chế biến được nhiều món ăn khác nhau nhờ nhiều kích thước dao.Lưỡi làm bằng thép sắc bén giúp chế biến món ăn nhanh chóng.Lưỡi dao không bị gỉ sét có đ...,1231000,2657000,,1426000,54,272,,available,,1000.0,1000.0,,48077,LocknLock
152690939,6834538973529,"       Bộ Nồi 3 Món Inox Cao Cấp MISU LOUIS Chính Hãng, Đáy Liền Nguyên Khối 3 Đáy, Sử Dụng Mọi Loại Bếp- Hàng Nhập Khẩu   ️ BỘ NỒI 3 món MISU LOUIS - Đẳng cấp làm lên Thương hiệu sản phẩm   Bọ...",599000,599000,,0,0,0,,available,,1000.0,1000.0,,111461,OEM
192120961,6164388733925,"Túi Zip Lụa Nhựa CPE Trong Mờ Có Khóa Kéo Đa NăngTúi zip lụa được làm từ nhựa CPE dẻo dai, bền chắc có thể tái sử dụng nhiều lần trong lâu dài. Túi có khóa kéo nhựa kín giúp bảo quản được nhiều vật d...",39000,41000,,2000,5,40,,available,,1000.0,1000.0,,5706641,NAVIVU
70656791,6725962688458,Loại sản phẩm: Giấy ănChất liệu: Bột treThành phần: 100% bột sợi tre nguyên chất...,125000,125000,,0,0,2285,,available,,1000.0,1000.0,,863033,ycool
13561925,1853591813288,"Nồi Hấp 2 Tầng Bằng Inox Lock&Lock LLH1282 (28cm) được làm từ inox 304 hay còn gọi là thép không gỉ 18/10, là loại inox có đặc tính chống ăn mòn cao, không tác dụng với thức ăn, không thôi nh...",611000,1319000,,708000,54,286,,available,,1000.0,1000.0,,48077,LocknLock
155640558,6466895438042,"Nồi Luộc Gà Inox 3 Đáy Sunhouse SH28LG thân làm từ chất liệu inox cao cấp dễ dàng vệ sinh.Sử dụng trên mọi loại bếp.Đáy 3 lớp siêu bền, giúp giữ nhiệt lâu, nấu chín đều, chống cháy khét.Vung kính...",389000,660000,,271000,41,7,,available,,1000.0,1000.0,,41048,Sunhouse
52089269,5288337909424,"– Bộ dao inox 6 món Nhật Bản được làm bằng inox bền đẹp, cứng chắc, dễ dàng chùi rửa khi bị bám bẩn. Chất liệu chống gỉ sét, chống ăn mòn, không chứa thành phần độc hại và không tương tác hóa học v...",239000,478000,,239000,50,1,,available,,1000.0,1000.0,,111461,OEM
14449810,6078007753179,"Nồi luộc gà inox 430 cao cấp Fivestar 3 đáy dùng được bếp từ , gas , hồng ngoại , tặng 5 muỗng ănXIN QUÝ KHÁCH LƯU Ý : NỒI 26CM QUAI HÀN , NỒI 28CM , 30CM , 32CM , 36CM QUAI ĐINH TÁN #fivestar #c...",407000,429000,,22000,5,24,,available,,1000.0,1000.0,,20304,Fivestar
77775165,7514367100786,"Hộp Bảo Quản Thủy Tinh Locknlock Top Class có khả năng đóng kín tuyệt đối ngăn chặn không khí bên ngoài và bên trong nhờ ""khóa 4 cạnh"".Nắp được làm từ ""chất liệu tritan"" nên có thể sử dụng lâu dà...",72000,159000,,87000,55,906,,available,,1000.0,1000.0,,48077,LocknLock
272694740,3109614263578,"Thiết kế tinh tế sang trọng, phù hợp với không gian bếp hiện đạiSản phẩm được làm từ hợp kim nhôm Anod cứng bằng công nghệ tiên tiến giúp sản phẩm có độ cứng và bền vững cao, chống ăn mòn, chịu đư...",469000,469000,,0,0,3,,available,,1000.0,1000.0,,41048,Sunhouse
272893682,4829672074376," thiết kế hiện đại, thời trang, đến từ thương hiệu  – Việt Nam, sản xuất tại Việt NamBộ nồi có 3 sản phẩm với kích cỡ lần lượt là 16 cm, 20 cm, 24 cm, tùy theo nhu cầu sử dụng, món ăn mà bạn chọn nồi...",590000,590000,,0,0,5,,available,,1000.0,1000.0,,20304,Fivestar
193859499,6840426142835,"Hộp Nhựa Đựng Thực Phẩm, Hộp Bảo Quản Thực Phẩm Tủ Lạnh VinBuy Có Khay Giúp Ráo Nước, Bảo Quản Tiện Lợi, Nắp Chống Rò Rỉ NướcCó thể chịu nhiệt từ -20°C -> 60°CKhông chứa BPA (bisphenol A) sản ph...",70000,90000,,20000,22,27,,available,,1000.0,1000.0,,4224691,VinBuy
104991715,5921659206513,"Giới thiệu sản phẩmCombo Chảo chiên Tefal Natura B2260295 20cm & Chảo chiên sâu lòng Tefal Natura B2266495 24cm Độ bền vượt trội, có thể sử dụng ít dầu khi nấu ănBên ngoài được phủ sơn chống ...",499000,929000,,430000,46,1282,,available,,1000.0,1000.0,,19813,Tefal
68683636,8860814917992,"Hộp cơm trưa văn phòng 3 ngăn nhựa lúa mạch kèm đũa thìa inox-Ngày nay, giới trẻ Việt Nam ngày càng có xu hướng mua Hộp Cơm để mang đi làm hay đi học.-Hộp đựng cơm hiện nay rất đa dạng về mẫu mã.-C...",40900,40900,,0,0,5,,available,,1000.0,1000.0,,111461,OEM
14639395,7020256786735,"Bộ Nồi Xửng Hấp Từ Nắp Kính Fivestar Tặng 10 Muỗng - Bạc được làm từ chất liệu inox cao cấp nhập khẩu từ Hàn Quốc, bóng đẹp, có độ bền cao, độ dày 8cm theo tiêu chuẩn Quốc Tế.Nồi có 3 đáy, sử dụng tố...",449000,499000,,50000,10,2,,available,,1000.0,1000.0,,20304,Fivestar
170032241,2091936239773,"SHOP PHƯƠNG PHƯƠNG STORE BÁN SẢN PHẨM UY TÍN CHÍN HÁNG KHÁCH THA HỒ TỰ LỰA CHỌN CHO MÌNH SẢN PHẨM ƯNG Ý NHẤT 2 TẦNG / 3 TẦNG / 4 TẦNGThiết kế thông minh nhỏ gọn nhiều tầng, không chiếm nhiều không g...",188000,188000,,0,0,0,,available,,1000.0,1000.0,,111461,OEM
193207962,8667446727227,"Thiết kế đẹp mắt, decor phù hợp với mọi không gianChảo vân đá đáy từ Nagakawa NAG06 với màu sắc trắng trang nhã và tay cầm màu vân gỗ, có tính decor cao tô điểm sẽ làm sáng không gian bếp gia đình bạ...",279000,400000,,121000,30,18,,available,,1000.0,1000.0,,110935,Nagakawa
73638934,2949572708793,"Lòng chảo chống dính bền bỉ, an toànBề mặt lòng chảo phủ 2 lớp chống dính Xylan màu đen ánh kim siêu bền của Whitford (Hoa Kỳ). Đây là loại chống dính an toàn tuyệt đối cho sức khỏe, không chứa các ...",154000,450000,,296000,66,410,,available,,1000.0,1000.0,,31627,Elmich
7699062,9163970026348,"Chảo Nhôm Chống Dính Lock&Lock Baum Marble 1 Tay Cầm LBU1283 (28cm) mang đến sự tinh tế và sang trọng, là đồ dùng nhà bếp được trau chuốt bởi thiết kế hiện đại và mới mẻ.Sản phẩm sử dụng lớp chố...",263000,567000,,304000,54,435,,available,,1000.0,1000.0,,48077,LocknLock
66115031,2176576902067,THÔNG SỐ KỸ THUẬT:Tên sản phẩm: Nồi áp suất đun ga FujikaLoại sản phẩm: Nồi áp suất không dùng điện/nồi áp suất ga/nồi áp suất bếp từ/nồi áp suất bếp hồng ngoại/nồi áp suất đun ga/nồi áp suất đáy từ...,420000,420000,,0,0,9,,available,,1000.0,1000.0,,295203,FUJIKA
58804363,7785294673323,"Lực băm nghiền mạnh nhờ hoạt động bằng phương pháp xoay và ba lưỡi dao bằng thép không gỉ.Nếu bạn kéo thanh kéo nhiều lần, ba lưỡi dao sẽ quay nhanh và băm đều rau củ.Lưỡi dao bằng thép không gỉ k...",69000,171000,,102000,60,2811,,available,,1000.0,1000.0,,48077,LocknLock
141246639,1469211770326,"Hộp cơm giữ nhiệt Lock&Lock LHC8042 700ml - Hàng chính hãng, 2 ngăn kèm muỗng inox, có thể ủ cháo cho bé - JoyMallChất liệu:- Thân + muỗng + hộp nhỏ: thép không gỉ 304- Nắp ngoài: Nhựa PP- Gi...",439000,800000,,361000,45,2,,available,,1000.0,1000.0,,48077,LocknLock
183335921,9104689868716,"- Ống hút inox đảm bảo sức khỏe cho người tiêu dùng- Ống hút inox là ống hút để uống cafe, trà sữa… được làm từ chất liệu inox 304.- Sở dĩ inox 304 được tin dùng như vậy; bởi trong inox 304 chứa có ch...",20000,20000,,0,0,12,,available,,1000.0,1000.0,,111461,OEM
17593518,7271078876801,"Bộ Hộp Cơm Giữ Nhiệt Thép Không Gỉ Lock & Lock LHC8031SLV-OCH - Bạc Gồm 3 hộp: 1 Hộp cơm 460ml, 1 hộp thức ăn 420ml và 1 hộp 280ml, 1 túi đựng, 1 đôi đũaThiết kế sang trọng, đường né...",572000,1285000,,713000,55,921,,available,,1000.0,1000.0,,48077,LocknLock
119366013,3717647775342,"Giới thiệu sản phẩmBộ 2 Chảo chiên Tefal Natura 20-28 LỚP PHỦ TITANIUM Bền chắc với hơn 16,000 lần chà nhám.Lớp phủ Titanium nonstick mang lại khả năng chống dính tuyệt vời và độ bền vượt trội, ...",489000,869000,,380000,44,32,,available,,1000.0,1000.0,,19813,Tefal
118433132,8777495355123,"       THÔNG TIN SẢN PHẨM:   ️ Cân nặng: 1,2 kg   ️ Độ sâu: 11cm   - Các món ăn như đậu chiên, cá phi lê khi vỏ ngoài giòn, ruột mềm   ️ Chảo được tráng lớp mặt đá ceramic nên đun, xào không l...",107900,107900,,0,0,3,,available,,1000.0,1000.0,,111461,OEM
217767423,9884069577852,"– Bộ dao inox 6 món Nhật Bản được làm bằng inox bền đẹp, cứng chắc, dễ dàng chùi rửa khi bị bám bẩn. Chất liệu chống gỉ sét, chống ăn mòn, không chứa thành phần độc hại và không tương tác hóa học v...",191000,210000,,19000,9,26,,available,,1000.0,1000.0,,111461,OEM
184465935,8403380018872,"ĐẶC ĐIỂM NỔI BẬTChất liệu hợp kim xử lý bởi công nghệ anod cho bề mặt cứng chắc, không bị oxi hóaVan an toàn, khóa đóng mở nắp tiện dụngGioăng cao su chịu nhiệt tốt, độ bền caoSử dụng trên mọi loại b...",430000,430000,,0,0,2,,available,,1000.0,1000.0,,5074117,GDV
1084776,4150581388939,"Chảo Chống Dính Vân Đá Đáy Từ HappyCook MFP-26IH GRAY (26cm) sử dụng được trên bếp gas, bếp hồng ngoại và bếp từ, để mỗi phút giây v&agr...",239000,373000,,134000,36,381,,available,,1000.0,1000.0,,21125,Happy Cook
